B_index,B_id,Latitude,Longitude,Media,B_Size,B_Cost,Influence,Influenced_Users,Influence_per_timestep
279,2537,40.74456,-73.93622,Poster,636,6710.23662600909,10626.500000001255,1083,7.37951388888976
280,2538,40.74456,-73.93622,Poster,503,5956.984452339919,8404.291666664283,1083,5.836313657405753
281,2539,40.74456,-73.93622,Poster,92,977.8342798061916,1537.1666666670626,1083,1.0674768518521267
282,2540,40.74456,-73.93622,Poster,667,7849.116670579743,11144.458333331204,1083,7.739207175924447
283,2541,40.74456,-73.93622,Poster,217,2359.5234680468925,3625.708333332785,1083,2.5178530092588787
284,2542,40.74456,-73.93622,Poster,607,6427.268341648758,10141.958333331826,1083,7.043026620369323
285,2543,40.74456,-73.93622,Poster,576,6558.103961698348,9624.000000001262,1083,6.68333333333421
286,2544,40.74456,-73.93622,Poster,110,1297.6018872483476,1837.9166666661595,1083,1.2763310185181662
287,2545,40.74456,-73.93622,Poster,330,3757.896938339466,5513.750000000736,1083,3.8289930555560665
288,2550,40.74456,-73.93622,Poster,247,2778.1143853581366,4126.958333334195,1083,2.8659432870376356
289,2551,40.74456,-73.93622,Poster,498,5938.464060534236,8320.750000000822,1083,5.778298611111682
290,2552,40.74456,-73.93622,Poster,331,3889.4978195868266,5530.458333332989,1083,3.840596064814576
291,2553,40.74456,-73.93622,Poster,214,2534.225674701105,3575.5833333327037,1083,2.4830439814810443
292,2554,40.74456,-73.93622,Poster,302,3809.629591372286,5045.916666665694,1083,3.5041087962956206
293,2555,40.74456,-73.93622,Poster,247,3095.777734941308,4126.958333334195,1083,2.8659432870376356
294,2560,40.74456,-73.93622,Poster,581,6548.008860480318,9707.54166666658,1083,6.74134837962957
295,3006,40.74456,-73.93622,Poster,392,4966.62618500223,6549.6666666658175,1083,4.54837962962904
296,3008,40.74456,-73.93622,Poster,220,2335.1385982089055,3675.833333332319,1083,2.5526620370363324
297,3011,40.74456,-73.93622,Poster,542,6313.5322463832035,9055.916666667503,1083,6.288831018519099
298,4008,40.74456,-73.93622,Poster,462,5845.619419523856,7719.25,1083,5.360590277777778
299,4011,40.74456,-73.93622,Poster,499,5388.312487361709,8337.458333331795,1083,5.789901620369302
300,4015,40.74456,-73.93622,Poster,378,4296.569624683993,6315.75,1083,4.3859375
301,4017,40.74456,-73.93622,Poster,589,6495.579987114105,9841.208333336079,1083,6.8341724537056106
302,4030,40.74456,-73.93622,Poster,471,5739.490214123389,7869.625000000893,1083,5.465017361111731
303,4031,40.74456,-73.93622,Poster,358,4410.46395653815,5981.583333334713,1083,4.153877314815773
304,4032,40.74456,-73.93622,Poster,531,6577.985029132651,8872.124999999773,1083,6.1611979166665085
305,4042,40.74456,-73.93622,Poster,594,7019.310957684917,9924.750000000726,1083,6.892187500000504
306,4043,40.74456,-73.93622,Poster,300,3143.376442410682,5012.499999999336,1083,3.4809027777773167
307,4048,40.74442,-73.93895,Poster,313,463.1900008319862,627.8630952380951,748,0.43601603835978825
308,4049,40.74442,-73.93895,Poster,243,306.49239849029647,487.44642857144225,748,0.3385044642857238
309,4050,40.74442,-73.93895,Poster,360,459.9481879706031,722.1428571428711,748,0.5014880952381049
310,4101,40.74442,-73.93895,Poster,218,313.95104949655547,437.29761904761574,748,0.3036789021163998
311,4103,40.74442,-73.93895,Poster,589,813.8262750706409,1181.5059523809311,748,0.8204902447089799
312,4111,40.74442,-73.93895,Poster,379,548.0267240475256,760.2559523809354,748,0.5279555224867607
313,4527,40.74001,-73.93454,Poster,549,133.3527592098362,188.71874999999983,209,0.13105468749999988
314,4533,40.87211,-73.85539,Poster,381,273.46507221105344,375.8973214285685,486,0.261039806547617
315,5014,40.87211,-73.85539,Poster,195,146.05081737569444,192.38839285714496,486,0.13360305059523955
316,5015,40.87211,-73.85539,Poster,207,144.02062184422152,204.22767857142946,486,0.1418247767857149
317,5024,40.87909,-73.84348,Poster,613,2913.0261658463983,4132.276785714013,1068,2.8696366567458425
318,5032,40.87909,-73.84348,Poster,496,2232.610762396833,3343.5714285716217,1068,2.3219246031747374
319,5038,40.87909,-73.84348,Poster,650,3023.252355526208,4381.696428571385,1068,3.0428447420634614
320,5039,40.87909,-73.84348,Poster,122,555.7578604270542,822.4107142856316,1068,0.5711185515872441
321,5049,40.87909,-73.84348,Poster,366,1612.3672283530561,2467.2321428570745,1068,1.7133556547618574
322,5050,40.87909,-73.84348,Poster,648,3270.9843130814274,4368.21428571436,1068,3.0334821428571943
323,5072,40.87909,-73.84348,Poster,455,2213.491013049307,3067.1875000001364,1068,2.1299913194445392
324,5078,40.87909,-73.84348,Poster,99,428.8427381788574,667.3660714286074,1068,0.4634486607143107
325,5079,40.87909,-73.84348,Poster,107,494.7693356676343,721.2946428571181,1068,0.5008990575396653
326,5081,40.87909,-73.84348,Poster,410,1930.4059582582715,2763.8392857145063,1068,1.9193328373017404
327,5082,40.87909,-73.84348,Poster,170,785.8625967719498,1145.9821428570547,1068,0.7958209325396213
328,5083,40.87909,-73.84348,Poster,657,3017.424921797686,4428.883928571203,1068,3.0756138392855576
329,5085,40.87909,-73.84348,Poster,349,1686.043140295736,2352.6339285713725,1068,1.6337735615078977
330,5505,40.87909,-73.84348,Poster,382,1653.1052460159253,2575.0892857140857,1068,1.7882564484125596
331,7001,40.87909,-73.84348,Poster,518,2185.3102310974286,3491.8750000002033,1068,2.4249131944445854
332,7005,40.87909,-73.84348,Poster,341,1500.2922460526095,2298.7053571425954,1068,1.596323164682358
333,7006,40.87909,-73.84348,Poster,390,1796.053470397015,2629.017857142976,1068,1.8257068452381777
334,7007,40.87909,-73.84348,Poster,351,1795.7756307515579,2366.1160714284806,1068,1.6431361607142227
335,7011,40.87909,-73.84348,Poster,535,2514.326009356692,3606.473214285316,1068,2.504495287698136
336,7012,40.87909,-73.84348,Poster,606,2729.7231869427715,4085.0892857144813,1068,2.836867559523945
337,7013,40.815735,-73.895822,Poster,238,239.9188522780261,334.6875000000015,634,0.23242187500000103
338,7014,40.815735,-73.895822,Poster,197,199.76819965777614,277.03124999999784,634,0.1923828124999985
339,7015,40.815735,-73.895822,Poster,341,326.76520396530174,479.53125000000426,634,0.33300781250000294
340,7018,40.815735,-73.895822,Poster,145,132.88307671902814,203.9062499999956,634,0.14160156249999695
341,7019,40.83036,-73.90452,Poster,605,1753.5914567788334,2410.9970238096344,992,1.6743034887566905
342,7020,40.83036,-73.90452,Poster,348,973.6942112308251,1386.8214285713846,992,0.9630704365079059
343,7022,40.83036,-73.90452,Poster,281,802.7776596911076,1119.818452381028,992,0.7776517030423805
344,7023,40.83036,-73.90452,Poster,92,268.13072029852475,366.6309523809459,992,0.25460482804232354
345,7024,40.83036,-73.90452,Poster,361,1006.6368561764793,1438.6279761904475,992,0.9990472056878108
346,7038,40.83036,-73.90452,Poster,294,792.98324925168,1171.625,992,0.8136284722222222
347,7042,40.83036,-73.90452,Poster,601,1657.9821616586325,2395.0565476190236,992,1.663233713624322
348,7203,40.83036,-73.90452,Poster,140,376.45506734106146,557.9166666666564,992,0.3874421296296225
349,7502,40.83036,-73.90452,Poster,639,1720.4154184391823,2546.4910714285156,992,1.7683965773809136
350,9501,40.83036,-73.90452,Poster,630,1744.871080100082,2510.625,992,1.7434895833333333
351,9512,40.83036,-73.90452,Poster,158,456.9480437883869,629.6488095237878,992,0.4372561177248526
352,9513,40.83036,-73.90452,Poster,380,1030.0468039795046,1514.3452380951703,992,1.0516286375660906
353,20000,40.83584629,-73.8836622,Poster,656,298.9202891051559,445.14285714285916,366,0.3091269841269855
354,20011,40.83584629,-73.8836622,Poster,528,256.60290185592964,358.28571428571234,366,0.24880952380952245
355,20022,40.86193,-73.89267,Poster,145,217.67254653193083,334.665178571416,813,0.23240637400792777
356,20023,40.86193,-73.89267,Poster,165,272.7803216175232,380.82589285714977,813,0.2644624255952429
357,20045,40.86193,-73.89267,Poster,158,274.4265722495346,364.66964285713334,813,0.25324280753967593
358,20048,40.86193,-73.89267,Poster,519,819.9662797263234,1197.870535714278,813,0.8318545386904709
359,20064,40.86193,-73.89267,Poster,490,849.8394594243055,1130.9374999999898,813,0.7853732638888817
360,30033,40.86193,-73.89267,Poster,251,391.22745347011954,579.3169642857296,813,0.40230344742064555
361,30034,40.86193,-73.89267,Poster,356,518.2798705285069,821.6607142857349,813,0.5705977182539825
362,30056,40.85945,-73.887455,Poster,657,3804.454070536987,5851.406249999585,1076,4.063476562499712
363,30096,40.85945,-73.887455,Poster,558,3411.7868972509405,4969.687500000154,1076,3.4511718750001066
364,30101,40.85945,-73.887455,Poster,383,2376.2550004567142,3411.0937499995557,1076,2.3688151041663583
365,30105,40.85945,-73.887455,Poster,446,2753.396542376883,3972.1874999995266,1076,2.758463541666338
366,30501,40.85945,-73.887455,Poster,129,870.6151977479338,1148.9062500000732,1076,0.7978515625000508
367,30502,40.85945,-73.887455,Poster,509,3115.0186138387708,4533.281249999768,1076,3.1481119791665058
368,30503,40.85945,-73.887455,Poster,235,1590.324041563878,2092.968749999794,1076,1.4534505208331903
369,30504,40.85945,-73.887455,Poster,466,2881.2605338631706,4150.312499999639,1076,2.8821614583330826
370,30505,40.85945,-73.887455,Poster,655,3724.4116567420338,5833.5937499995935,1076,4.051106770833051
371,30601,40.85945,-73.887455,Poster,586,3616.777574734916,5219.062500000227,1076,3.624348958333491
372,30602,40.85945,-73.887455,Poster,661,3836.7483485070547,5887.031249999176,1076,4.088216145832761
373,30603,40.85945,-73.887455,Poster,186,1125.3723741931276,1656.5625000000684,1076,1.1503906250000475
374,40022,40.85945,-73.887455,Poster,587,3683.194443153722,5227.9687499995325,1076,3.630533854166342
375,40023,40.85945,-73.887455,Poster,437,2896.9948697270015,3892.0312500003506,1076,2.7027994791669103
376,40148,40.85945,-73.887455,Poster,283,1650.726292023314,2520.468749999806,1076,1.7503255208331985
377,40155,40.85945,-73.887455,Poster,164,1086.170433775464,1460.6250000000712,1076,1.014322916666716
378,40239,40.85945,-73.887455,Poster,580,3809.757169844708,5165.625000000531,1076,3.587239583333702
379,40497,40.85945,-73.887455,Poster,194,1260.0249734801182,1727.8124999997538,1076,1.1998697916664958
380,40498,40.85945,-73.887455,Poster,623,3852.5111872693574,5548.593749999793,1076,3.8531901041665226
381,40545,40.85945,-73.887455,Poster,410,2436.054832243222,3651.5625000005357,1076,2.5358072916670387
382,40546,40.85945,-73.887455,Poster,453,2965.6981580253077,4034.5312500005084,1076,2.801757812500353
383,40995,40.85945,-73.887455,Poster,539,3291.683876462456,4800.468750000044,1076,3.333658854166697
384,40998,40.85945,-73.887455,Poster,304,1870.9221201455923,2707.4999999997294,1076,1.8802083333331454
385,40999,40.85945,-73.887455,Poster,239,1577.5638229307592,2128.593750000191,1076,1.4781901041667993
386,41018,40.85945,-73.887455,Poster,646,4146.9110414814195,5753.437499999743,1076,3.9954427083331545
387,41019,40.85945,-73.887455,Poster,334,2079.050203161208,2974.687500000204,1076,2.065755208333475
388,41022,40.86225,-73.89897,Poster,402,583.233161605181,806.9910714285909,767,0.5604104662698548
389,41023,40.86225,-73.89897,Poster,633,920.3903390138022,1270.709821428578,767,0.882437375992068
390,41031,40.86225,-73.89897,Poster,468,706.2996727307132,939.4821428571289,767,0.652418154761895
391,41032,40.86225,-73.89897,Poster,611,920.704244097042,1226.5461309523525,767,0.8517681464946892
392,41033,40.86225,-73.89897,Poster,363,482.8298195662283,728.7008928571313,767,0.5060422867063412
393,41043,40.86225,-73.89897,Poster,543,693.0069184334461,1090.0401785714064,767,0.7569723462301433
394,41051,40.8666,-73.89536,Poster,107,1378.4086500565638,1850.5267857139538,1083,1.2850880456346903
395,41054,40.8666,-73.89536,Poster,386,4445.610626542551,6675.73214285589,1083,4.635925099205479
396,41055,40.8666,-73.89536,Poster,161,1944.043573997775,2784.437500000207,1083,1.9336371527779215
397,41056,40.8666,-73.89536,Poster,213,2380.607333837879,3683.7589285709537,1083,2.5581659226187177
398,41057,40.8666,-73.89536,Poster,159,1903.8306475320367,2749.848214286105,1083,1.9096168154764617
399,41058,40.8666,-73.89536,Poster,431,4886.338538725346,7453.991071430364,1083,5.176382688493309
400,41062,40.8666,-73.89536,Poster,373,4424.8579793947865,6450.901785713406,1083,4.479792906745421
401,41063,40.8666,-73.89536,Poster,262,3003.4917790858626,4531.1964285701015,1083,3.146664186507015
402,50105,40.8666,-73.89536,Poster,252,2959.8142878569174,4358.25,1083,3.0265625
403,50106,40.8666,-73.89536,Poster,301,3570.337004306038,5205.687500000196,1083,3.6150607638890255
404,50152,40.8666,-73.89536,Poster,549,6029.2458746406155,9494.758928572337,1083,6.5935825892863456
405,50200,40.8666,-73.89536,Poster,384,4451.8075358027945,6641.142857141968,1083,4.611904761904144
406,50201,40.8666,-73.89536,Poster,529,5718.678664048273,9148.866071427705,1083,6.353379216269239
407,50341,40.8666,-73.89536,Poster,363,4626.7134273003885,6277.955357142005,1083,4.3596912202375036
408,50342,40.8666,-73.89536,Poster,511,6163.524075598595,8837.562500000791,1083,6.137196180556105
409,50362,40.8666,-73.89536,Poster,341,4160.090711715251,5897.4732142862995,1083,4.095467509921042
410,50370,40.8666,-73.89536,Poster,106,1295.4866984916187,1833.2321428569346,1083,1.2730778769839823
411,50371,40.8666,-73.89536,Poster,439,5131.6344621050375,7592.348214286176,1083,5.272464037698733
412,50374,40.8666,-73.89536,Poster,517,5969.27682049,8941.330357144303,1083,6.209257192461322
413,50375,40.8666,-73.89536,Poster,368,4318.131775730989,6364.4285714302405,1083,4.4197420634932225
414,50575,40.8666,-73.89536,Poster,429,5394.352922804609,7419.401785715083,1083,5.15236235119103
415,50576,40.8666,-73.89536,Poster,105,1302.2860484457283,1815.9375,1083,1.2610677083333333
416,50656,40.8666,-73.89536,Poster,554,6542.996285942583,9581.23214285566,1083,6.653633432538653
417,50664,40.8666,-73.89536,Poster,458,5845.705345966382,7920.946428572275,1083,5.50065724206408
418,50665,40.8666,-73.89536,Poster,517,6414.962481424573,8941.330357144303,1083,6.209257192461322
419,50666,40.8666,-73.89536,Poster,449,5170.63993184432,7765.294642855783,1083,5.392565724205405
420,50667,40.8666,-73.89536,Poster,215,2333.7866639076374,3718.3482142848184,1083,2.5821862599200127
421,70150,40.8666,-73.89536,Poster,600,7524.308236559266,10376.785714284284,1083,7.206101190475197
422,70151,40.8666,-73.89536,Poster,234,3030.9598455948662,4046.946428570928,1083,2.810379464285367
423,70152,40.8666,-73.89536,Poster,452,5469.723676439159,7817.178571430399,1083,5.428596230159999
424,70303,40.8666,-73.89536,Poster,444,4948.183825456146,7678.821428573274,1083,5.332514880953663
425,70336,40.8666,-73.89536,Poster,316,3460.1127822432386,5465.10714285823,1083,3.795213293651549
426,70381,40.8666,-73.89536,Poster,512,5615.866385724698,8854.857142855702,1083,6.149206349205349
427,70382,40.8666,-73.89536,Poster,582,6735.531338820475,10065.482142856275,1083,6.989918154761303
428,70383,40.8666,-73.89536,Poster,326,3733.257923923186,5638.053571430131,1083,3.9153149801598133
429,70459,40.8666,-73.89536,Poster,239,3149.0103222362045,4133.419642856357,1083,2.870430307539137
430,70460,40.8666,-73.89536,Poster,368,4720.62704142033,6364.4285714302405,1083,4.4197420634932225
431,70584,40.8666,-73.89536,Poster,550,5976.851715640488,9512.0535714277,1083,6.605592757935902
432,70587,40.8666,-73.89536,Poster,457,5038.046872909994,7903.651785712827,1083,5.488647073411686
433,70588,40.8666,-73.89536,Poster,198,2287.009533030588,3424.339285713526,1083,2.3780133928566154
434,70589,40.8666,-73.89536,Poster,309,3975.6541774976395,5344.044642857881,1083,3.7111421130957507
435,70590,40.8666,-73.89536,Poster,255,2919.6160638015335,4410.133928571284,1083,3.0625930059522806
436,70591,40.8666,-73.89536,Poster,638,7160.084562711249,11033.98214285559,1083,7.662487599205271
437,70592,40.8666,-73.89536,Poster,155,1798.4833628751069,2680.6696428570226,1083,1.8615761408729323
438,70593,40.8666,-73.89536,Poster,268,3348.7384163065894,4634.964285714638,1083,3.218725198412943
439,70594,40.8666,-73.89536,Poster,636,7207.646334063917,10999.39285714442,1083,7.638467261905847
440,70595,40.8666,-73.89536,Poster,300,3610.4555345073404,5188.392857142142,1083,3.6030505952375984
441,90000,40.8666,-73.89536,Poster,540,6477.809969766641,9339.107142856912,1083,6.485491071428411
442,90025,40.8666,-73.89536,Poster,144,1889.65675591948,2490.4285714289126,1083,1.7294642857145226
443,90026,40.8666,-73.89536,Poster,468,5144.550323418643,8093.892857141856,1083,5.620758928570734
444,414059,40.8666,-73.89536,Poster,352,4136.494590435168,6087.714285713593,1083,4.227579365078884
